#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
EQ_CALL_STOXX50E,EquityOption,2021-12-17,0.482192,262.566022,EUR,262.566022,EUR,4000.00,EUR,4000.00,,
