#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
EQ_CALL_STOXX50E,EquityOption,2021-12-17,0.482192,237.159759,EUR,237.159759,EUR,4000.00,EUR,4000.00,,
